step,country,latitude,longitude,observed_hosts,activation_step,infected_no_containment,infected_containment
12,Canada,56.1304,-106.3468,7,4,7,2
12,Indonesia,-0.7893,113.9213,6,5,5,1
12,Italy,41.8719,12.5674,6,6,5,1
12,Australia,-25.2744,133.7751,6,7,4,1
12,Russian Federation,61.524,105.3188,5,8,2,0
12,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,2,0
12,Belgium,50.5039,4.4699,5,9,1,0
12,Spain,40.4637,-3.7492,5,10,1,0
12,Korea Republic of,35.9078,127.7669,5,10,1,0
12,India,20.5937,78.9629,4,11,0,0
12,South Africa,-30.5595,22.9375,4,12,0,0
12,Netherlands,52.1326,5.2913,4,13,0,0
12,Venezuela,6.4238,-66.5897,3,14,0,0
12,Egypt,26.8206,30.8025,3,14,0,0
12,Viet Nam,14.0583,108.2772,3,15,0,0
12,Sweden,60.1282,18.6435,3,16,0,0
12,Brazil,-14.235,-51.9253,3,16,0,0
12,Latvia,56.8796,24.6032,2,17,0,0
12,Thailand,15.87,100.9925,2,18,0,0
12,New Zealand,-40.9006,174.886,2,19,0,0
12,Austria,47.5162,14.5501,2,20,0,0
12,Mexico,23.6345,-102.5528,2,20,0,0
12,Colombia,4.5709,-74.2973,2,21,0,0
12,Turkey,38.9637,35.2433,2,22,0,0
12,Norway,60.472,8.4689,1,22,0,0
12,Saudi Arabia,23.8859,45.0792,1,23,0,0
12,Hong Kong,22.3193,114.1694,1,24,0,0
12,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
12,Kazakhstan,48.0196,66.9237,1,26,0,0
12,Serbia,44.0165,21.0059,1,26,0,0
12,Israel,31.0461,34.8516,1,27,0,0
12,Denmark,56.2639,9.5018,1,28,0,0
12,Moldova Republic of,47.4116,28.3699,1,28,0,0
12,Greece,39.0742,21.8243,1,28,0,0
12,Dominican Republic,18.7357,-70.1627,1,28,0,0
12,Lithuania,55.1694,23.8813,1,28,0,0
12,Ireland,53.1424,-7.6921,1,28,0,0
12,Chile,-35.6751,-71.543,1,28,0,0
13,United States,37.0902,-95.7129,142,0,142,70
13,China,35.8617,104.1954,29,2,29,12
13,Japan,36.2048,138.2529,18,4,18,6
13,Germany,51.1657,10.4515,9,2,9,3
13,United Kingdom,55.3781,-3.436,8,3,8,3
13,France,46.2276,2.2137,8,4,8,3
13,Canada,56.1304,-106.3468,7,4,7,2
13,Indonesia,-0.7893,113.9213,6,5,6,2
13,Italy,41.8719,12.5674,6,6,5,1
13,Australia,-25.2744,133.7751,6,7,5,1
13,Russian Federation,61.524,105.3188,5,8,3,1
13,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,3,1
13,Belgium,50.5039,4.4699,5,9,2,0
13,Spain,40.4637,-3.7492,5,10,1,0
13,Korea Republic of,35.9078,127.7669,5,10,1,0
13,India,20.5937,78.9629,4,11,1,0
13,South Africa,-30.5595,22.9375,4,12,0,0
13,Netherlands,52.1326,5.2913,4,13,0,0
13,Venezuela,6.4238,-66.5897,3,14,0,0
13,Egypt,26.8206,30.8025,3,14,0,0
13,Viet Nam,14.0583,108.2772,3,15,0,0
13,Sweden,60.1282,18.6435,3,16,0,0
13,Brazil,-14.235,-51.9253,3,16,0,0
13,Latvia,56.8796,24.6032,2,17,0,0
13,Thailand,15.87,100.9925,2,18,0,0
13,New Zealand,-40.9006,174.886,2,19,0,0
13,Austria,47.5162,14.5501,2,20,0,0
13,Mexico,23.6345,-102.5528,2,20,0,0
13,Colombia,4.5709,-74.2973,2,21,0,0
13,Turkey,38.9637,35.2433,2,22,0,0
13,Norway,60.472,8.4689,1,22,0,0
13,Saudi Arabia,23.8859,45.0792,1,23,0,0
13,Hong Kong,22.3193,114.1694,1,24,0,0
13,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
13,Kazakhstan,48.0196,66.9237,1,26,0,0
13,Serbia,44.0165,21.0059,1,26,0,0
13,Israel,31.0461,34.8516,1,27,0,0
13,Denmark,56.2639,9.5018,1,28,0,0
13,Moldova Republic of,47.4116,28.3699,1,28,0,0
13,Greece,39.0742,21.8243,1,28,0,0
13,Dominican Republic,18.7357,-70.1627,1,28,0,0
13,Lithuania,55.1694,23.8813,1,28,0,0
13,Ireland,53.1424,-7.6921,1,28,0,0
13,Chile,-35.6751,-71.543,1,28,0,0
14,United States,37.0902,-95.7129,142,0,142,72
14,China,35.8617,104.1954,29,2,29,13
14,Japan,36.2048,138.2529,18,4,18,7
14,Germany,51.1657,10.4515,9,2,9,3
14,United Kingdom,55.3781,-3.436,8,3,8,3
14,France,46.2276,2.2137,8,4,8,3
14,Canada,56.1304,-106.3468,7,4,7,2
14,Indonesia,-0.7893,113.9213,6,5,6,2
14,Italy,41.8719,12.5674,6,6,6,2
14,Australia,-25.2744,133.7751,6,7,5,1
14,Russian Federation,61.524,105.3188,5,8,4,1
14,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,4,1
14,Belgium,50.5039,4.4699,5,9,3,1
14,Spain,40.4637,-3.7492,5,10,2,0
14,Korea Republic of,35.9078,127.7669,5,10,2,0
14,India,20.5937,78.9629,4,11,1,0
14,South Africa,-30.5595,22.9375,4,12,1,0
14,Netherlands,52.1326,5.2913,4,13,0,0
14,Venezuela,6.4238,-66.5897,3,14,0,0
14,Egypt,26.8206,30.8025,3,14,0,0
14,Viet Nam,14.0583,108.2772,3,15,0,0
14,Sweden,60.1282,18.6435,3,16,0,0
14,Brazil,-14.235,-51.9253,3,16,0,0
14,Latvia,56.8796,24.6032,2,17,0,0
14,Thailand,15.87,100.9925,2,18,0,0
14,New Zealand,-40.9006,174.886,2,19,0,0
14,Austria,47.5162,14.5501,2,20,0,0
14,Mexico,23.6345,-102.5528,2,20,0,0
14,Colombia,4.5709,-74.2973,2,21,0,0
14,Turkey,38.9637,35.2433,2,22,0,0
14,Norway,60.472,8.4689,1,22,0,0
14,Saudi Arabia,23.8859,45.0792,1,23,0,0
14,Hong Kong,22.3193,114.1694,1,24,0,0
14,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
14,Kazakhstan,48.0196,66.9237,1,26,0,0
14,Serbia,44.0165,21.0059,1,26,0,0
14,Israel,31.0461,34.8516,1,27,0,0
14,Denmark,56.2639,9.5018,1,28,0,0
14,Moldova Republic of,47.4116,28.3699,1,28,0,0
14,Greece,39.0742,21.8243,1,28,0,0
14,Dominican Republic,18.7357,-70.1627,1,28,0,0
14,Lithuania,55.1694,23.8813,1,28,0,0
14,Ireland,53.1424,-7.6921,1,28,0,0
14,Chile,-35.6751,-71.543,1,28,0,0
15,United States,37.0902,-95.7129,142,0,142,74
15,China,35.8617,104.1954,29,2,29,13
15,Japan,36.2048,138.2529,18,4,18,7
15,Germany,51.1657,10.4515,9,2,9,4
15,United Kingdom,55.3781,-3.436,8,3,8,3
15,France,46.2276,2.2137,8,4,8,3
15,Canada,56.1304,-106.3468,7,4,7,2
15,Indonesia,-0.7893,113.9213,6,5,6,2
15,Italy,41.8719,12.5674,6,6,6,2
15,Australia,-25.2744,133.7751,6,7,6,2
15,Russian Federation,61.524,105.3188,5,8,5,1
15,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,1
15,Belgium,50.5039,4.4699,5,9,4,1
15,Spain,40.4637,-3.7492,5,10,3,1
15,Korea Republic of,35.9078,127.7669,5,10,3,1
15,India,20.5937,78.9629,4,11,2,0
15,South Africa,-30.5595,22.9375,4,12,1,0
15,Netherlands,52.1326,5.2913,4,13,1,0
15,Venezuela,6.4238,-66.5897,3,14,0,0
15,Egypt,26.8206,30.8025,3,14,0,0
15,Viet Nam,14.0583,108.2772,3,15,0,0
15,Sweden,60.1282,18.6435,3,16,0,0
15,Brazil,-14.235,-51.9253,3,16,0,0
15,Latvia,56.8796,24.6032,2,17,0,0
15,Thailand,15.87,100.9925,2,18,0,0
15,New Zealand,-40.9006,174.886,2,19,0,0
15,Austria,47.5162,14.5501,2,20,0,0
15,Mexico,23.6345,-102.5528,2,20,0,0
15,Colombia,4.5709,-74.2973,2,21,0,0
15,Turkey,38.9637,35.2433,2,22,0,0
15,Norway,60.472,8.4689,1,22,0,0
15,Saudi Arabia,23.8859,45.0792,1,23,0,0
15,Hong Kong,22.3193,114.1694,1,24,0,0
15,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
15,Kazakhstan,48.0196,66.9237,1,26,0,0
15,Serbia,44.0165,21.0059,1,26,0,0
15,Israel,31.0461,34.8516,1,27,0,0
15,Denmark,56.2639,9.5018,1,28,0,0
15,Moldova Republic of,47.4116,28.3699,1,28,0,0
15,Greece,39.0742,21.8243,1,28,0,0
15,Dominican Republic,18.7357,-70.1627,1,28,0,0
15,Lithuania,55.1694,23.8813,1,28,0,0
15,Ireland,53.1424,-7.6921,1,28,0,0
15,Chile,-35.6751,-71.543,1,28,0,0
16,United States,37.0902,-95.7129,142,0,142,75
16,China,35.8617,104.1954,29,2,29,14
16,Japan,36.2048,138.2529,18,4,18,8
16,Germany,51.1657,10.4515,9,2,9,4
16,United Kingdom,55.3781,-3.436,8,3,8,4
16,France,46.2276,2.2137,8,4,8,3
16,Canada,56.1304,-106.3468,7,4,7,3
16,Indonesia,-0.7893,113.9213,6,5,6,2
16,Italy,41.8719,12.5674,6,6,6,2
16,Australia,-25.2744,133.7751,6,7,6,2
16,Russian Federation,61.524,105.3188,5,8,5,1
16,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,1
16,Belgium,50.5039,4.4699,5,9,5,1
16,Spain,40.4637,-3.7492,5,10,4,1
16,Korea Republic of,35.9078,127.7669,5,10,4,1
16,India,20.5937,78.9629,4,11,3,1
16,South Africa,-30.5595,22.9375,4,12,2,0
16,Netherlands,52.1326,5.2913,4,13,1,0
16,Venezuela,6.4238,-66.5897,3,14,0,0
16,Egypt,26.8206,30.8025,3,14,0,0
16,Viet Nam,14.0583,108.2772,3,15,0,0
16,Sweden,60.1282,18.6435,3,16,0,0
16,Brazil,-14.235,-51.9253,3,16,0,0
16,Latvia,56.8796,24.6032,2,17,0,0
16,Thailand,15.87,100.9925,2,18,0,0
16,New Zealand,-40.9006,174.886,2,19,0,0
16,Austria,47.5162,14.5501,2,20,0,0
16,Mexico,23.6345,-102.5528,2,20,0,0
16,Colombia,4.5709,-74.2973,2,21,0,0
16,Turkey,38.9637,35.2433,2,22,0,0
16,Norway,60.472,8.4689,1,22,0,0
16,Saudi Arabia,23.8859,45.0792,1,23,0,0
16,Hong Kong,22.3193,114.1694,1,24,0,0
16,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
16,Kazakhstan,48.0196,66.9237,1,26,0,0
16,Serbia,44.0165,21.0059,1,26,0,0
16,Israel,31.0461,34.8516,1,27,0,0
16,Denmark,56.2639,9.5018,1,28,0,0
16,Moldova Republic of,47.4116,28.3699,1,28,0,0
16,Greece,39.0742,21.8243,1,28,0,0
16,Dominican Republic,18.7357,-70.1627,1,28,0,0
16,Lithuania,55.1694,23.8813,1,28,0,0
16,Ireland,53.1424,-7.6921,1,28,0,0
16,Chile,-35.6751,-71.543,1,28,0,0
17,United States,37.0902,-95.7129,142,0,142,76
17,China,35.8617,104.1954,29,2,29,14
17,Japan,36.2048,138.2529,18,4,18,8
17,Germany,51.1657,10.4515,9,2,9,4
17,United Kingdom,55.3781,-3.436,8,3,8,4
17,France,46.2276,2.2137,8,4,8,4
17,Canada,56.1304,-106.3468,7,4,7,3
17,Indonesia,-0.7893,113.9213,6,5,6,3
17,Italy,41.8719,12.5674,6,6,6,2
17,Australia,-25.2744,133.7751,6,7,6,2
17,Russian Federation,61.524,105.3188,5,8,5,1
17,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,1
17,Belgium,50.5039,4.4699,5,9,5,1
17,Spain,40.4637,-3.7492,5,10,5,1
17,Korea Republic of,35.9078,127.7669,5,10,5,1
17,India,20.5937,78.9629,4,11,3,1
17,South Africa,-30.5595,22.9375,4,12,3,1
17,Netherlands,52.1326,5.2913,4,13,2,0
17,Venezuela,6.4238,-66.5897,3,14,1,0
17,Egypt,26.8206,30.8025,3,14,1,0
17,Viet Nam,14.0583,108.2772,3,15,0,0
17,Sweden,60.1282,18.6435,3,16,0,0
17,Brazil,-14.235,-51.9253,3,16,0,0
17,Latvia,56.8796,24.6032,2,17,0,0
17,Thailand,15.87,100.9925,2,18,0,0
17,New Zealand,-40.9006,174.886,2,19,0,0
17,Austria,47.5162,14.5501,2,20,0,0
17,Mexico,23.6345,-102.5528,2,20,0,0
17,Colombia,4.5709,-74.2973,2,21,0,0
17,Turkey,38.9637,35.2433,2,22,0,0
17,Norway,60.472,8.4689,1,22,0,0
17,Saudi Arabia,23.8859,45.0792,1,23,0,0
17,Hong Kong,22.3193,114.1694,1,24,0,0
17,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
17,Kazakhstan,48.0196,66.9237,1,26,0,0
17,Serbia,44.0165,21.0059,1,26,0,0
17,Israel,31.0461,34.8516,1,27,0,0
17,Denmark,56.2639,9.5018,1,28,0,0
17,Moldova Republic of,47.4116,28.3699,1,28,0,0
17,Greece,39.0742,21.8243,1,28,0,0
17,Dominican Republic,18.7357,-70.1627,1,28,0,0
17,Lithuania,55.1694,23.8813,1,28,0,0
17,Ireland,53.1424,-7.6921,1,28,0,0
17,Chile,-35.6751,-71.543,1,28,0,0
18,United States,37.0902,-95.7129,142,0,142,77
18,China,35.8617,104.1954,29,2,29,14
18,Japan,36.2048,138.2529,18,4,18,8
18,Germany,51.1657,10.4515,9,2,9,4
18,United Kingdom,55.3781,-3.436,8,3,8,4
18,France,46.2276,2.2137,8,4,8,4
18,Canada,56.1304,-106.3468,7,4,7,3
18,Indonesia,-0.7893,113.9213,6,5,6,3
18,Italy,41.8719,12.5674,6,6,6,3
18,Australia,-25.2744,133.7751,6,7,6,2
18,Russian Federation,61.524,105.3188,5,8,5,1
18,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,1
18,Belgium,50.5039,4.4699,5,9,5,1
18,Spain,40.4637,-3.7492,5,10,5,1
18,Korea Republic of,35.9078,127.7669,5,10,5,1
18,India,20.5937,78.9629,4,11,4,1
18,South Africa,-30.5595,22.9375,4,12,3,1
18,Netherlands,52.1326,5.2913,4,13,3,1
18,Venezuela,6.4238,-66.5897,3,14,1,0
18,Egypt,26.8206,30.8025,3,14,1,0
18,Viet Nam,14.0583,108.2772,3,15,1,0
18,Sweden,60.1282,18.6435,3,16,0,0
18,Brazil,-14.235,-51.9253,3,16,0,0
18,Latvia,56.8796,24.6032,2,17,0,0
18,Thailand,15.87,100.9925,2,18,0,0
18,New Zealand,-40.9006,174.886,2,19,0,0
18,Austria,47.5162,14.5501,2,20,0,0
18,Mexico,23.6345,-102.5528,2,20,0,0
18,Colombia,4.5709,-74.2973,2,21,0,0
18,Turkey,38.9637,35.2433,2,22,0,0
18,Norway,60.472,8.4689,1,22,0,0
18,Saudi Arabia,23.8859,45.0792,1,23,0,0
18,Hong Kong,22.3193,114.1694,1,24,0,0
18,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
18,Kazakhstan,48.0196,66.9237,1,26,0,0
18,Serbia,44.0165,21.0059,1,26,0,0
18,Israel,31.0461,34.8516,1,27,0,0
18,Denmark,56.2639,9.5018,1,28,0,0
18,Moldova Republic of,47.4116,28.3699,1,28,0,0
18,Greece,39.0742,21.8243,1,28,0,0
18,Dominican Republic,18.7357,-70.1627,1,28,0,0
18,Lithuania,55.1694,23.8813,1,28,0,0
18,Ireland,53.1424,-7.6921,1,28,0,0
18,Chile,-35.6751,-71.543,1,28,0,0
19,United States,37.0902,-95.7129,142,0,142,77
19,China,35.8617,104.1954,29,2,29,15
19,Japan,36.2048,138.2529,18,4,18,9
19,Germany,51.1657,10.4515,9,2,9,4
19,United Kingdom,55.3781,-3.436,8,3,8,4
19,France,46.2276,2.2137,8,4,8,4
19,Canada,56.1304,-106.3468,7,4,7,3
19,Indonesia,-0.7893,113.9213,6,5,6,3
19,Italy,41.8719,12.5674,6,6,6,3
19,Australia,-25.2744,133.7751,6,7,6,3
19,Russian Federation,61.524,105.3188,5,8,5,2
19,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
19,Belgium,50.5039,4.4699,5,9,5,1
19,Spain,40.4637,-3.7492,5,10,5,1
19,Korea Republic of,35.9078,127.7669,5,10,5,1
19,India,20.5937,78.9629,4,11,4,1
19,South Africa,-30.5595,22.9375,4,12,4,1
19,Netherlands,52.1326,5.2913,4,13,3,1
19,Venezuela,6.4238,-66.5897,3,14,2,0
19,Egypt,26.8206,30.8025,3,14,2,0
19,Viet Nam,14.0583,108.2772,3,15,1,0
19,Sweden,60.1282,18.6435,3,16,1,0
19,Brazil,-14.235,-51.9253,3,16,1,0
19,Latvia,56.8796,24.6032,2,17,0,0
19,Thailand,15.87,100.9925,2,18,0,0
19,New Zealand,-40.9006,174.886,2,19,0,0
19,Austria,47.5162,14.5501,2,20,0,0
19,Mexico,23.6345,-102.5528,2,20,0,0
19,Colombia,4.5709,-74.2973,2,21,0,0
19,Turkey,38.9637,35.2433,2,22,0,0
19,Norway,60.472,8.4689,1,22,0,0
19,Saudi Arabia,23.8859,45.0792,1,23,0,0
19,Hong Kong,22.3193,114.1694,1,24,0,0
19,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
19,Kazakhstan,48.0196,66.9237,1,26,0,0
19,Serbia,44.0165,21.0059,1,26,0,0
19,Israel,31.0461,34.8516,1,27,0,0
19,Denmark,56.2639,9.5018,1,28,0,0
19,Moldova Republic of,47.4116,28.3699,1,28,0,0
19,Greece,39.0742,21.8243,1,28,0,0
19,Dominican Republic,18.7357,-70.1627,1,28,0,0
19,Lithuania,55.1694,23.8813,1,28,0,0
19,Ireland,53.1424,-7.6921,1,28,0,0
19,Chile,-35.6751,-71.543,1,28,0,0
20,United States,37.0902,-95.7129,142,0,142,77
20,China,35.8617,104.1954,29,2,29,15
20,Japan,36.2048,138.2529,18,4,18,9
20,Germany,51.1657,10.4515,9,2,9,4
20,United Kingdom,55.3781,-3.436,8,3,8,4
20,France,46.2276,2.2137,8,4,8,4
20,Canada,56.1304,-106.3468,7,4,7,3
20,Indonesia,-0.7893,113.9213,6,5,6,3
20,Italy,41.8719,12.5674,6,6,6,3
20,Australia,-25.2744,133.7751,6,7,6,3
20,Russian Federation,61.524,105.3188,5,8,5,2
20,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
20,Belgium,50.5039,4.4699,5,9,5,2
20,Spain,40.4637,-3.7492,5,10,5,1
20,Korea Republic of,35.9078,127.7669,5,10,5,1
20,India,20.5937,78.9629,4,11,4,1
20,South Africa,-30.5595,22.9375,4,12,4,1
20,Netherlands,52.1326,5.2913,4,13,4,1
20,Venezuela,6.4238,-66.5897,3,14,2,0
20,Egypt,26.8206,30.8025,3,14,2,0
20,Viet Nam,14.0583,108.2772,3,15,2,0
20,Sweden,60.1282,18.6435,3,16,1,0
20,Brazil,-14.235,-51.9253,3,16,1,0
20,Latvia,56.8796,24.6032,2,17,1,0
20,Thailand,15.87,100.9925,2,18,0,0
20,New Zealand,-40.9006,174.886,2,19,0,0
20,Austria,47.5162,14.5501,2,20,0,0
20,Mexico,23.6345,-102.5528,2,20,0,0
20,Colombia,4.5709,-74.2973,2,21,0,0
20,Turkey,38.9637,35.2433,2,22,0,0
20,Norway,60.472,8.4689,1,22,0,0
20,Saudi Arabia,23.8859,45.0792,1,23,0,0
20,Hong Kong,22.3193,114.1694,1,24,0,0
20,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
20,Kazakhstan,48.0196,66.9237,1,26,0,0
20,Serbia,44.0165,21.0059,1,26,0,0
20,Israel,31.0461,34.8516,1,27,0,0
20,Denmark,56.2639,9.5018,1,28,0,0
20,Moldova Republic of,47.4116,28.3699,1,28,0,0
20,Greece,39.0742,21.8243,1,28,0,0
20,Dominican Republic,18.7357,-70.1627,1,28,0,0
20,Lithuania,55.1694,23.8813,1,28,0,0
20,Ireland,53.1424,-7.6921,1,28,0,0
20,Chile,-35.6751,-71.543,1,28,0,0
21,United States,37.0902,-95.7129,142,0,142,78
21,China,35.8617,104.1954,29,2,29,15
21,Japan,36.2048,138.2529,18,4,18,9
21,Germany,51.1657,10.4515,9,2,9,4
21,United Kingdom,55.3781,-3.436,8,3,8,4
21,France,46.2276,2.2137,8,4,8,4
21,Canada,56.1304,-106.3468,7,4,7,3
21,Indonesia,-0.7893,113.9213,6,5,6,3
21,Italy,41.8719,12.5674,6,6,6,3
21,Australia,-25.2744,133.7751,6,7,6,3
21,Russian Federation,61.524,105.3188,5,8,5,2
21,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
21,Belgium,50.5039,4.4699,5,9,5,2
21,Spain,40.4637,-3.7492,5,10,5,2
21,Korea Republic of,35.9078,127.7669,5,10,5,2
21,India,20.5937,78.9629,4,11,4,1
21,South Africa,-30.5595,22.9375,4,12,4,1
21,Netherlands,52.1326,5.2913,4,13,4,1
21,Venezuela,6.4238,-66.5897,3,14,3,0
21,Egypt,26.8206,30.8025,3,14,3,0
21,Viet Nam,14.0583,108.2772,3,15,2,0
21,Sweden,60.1282,18.6435,3,16,2,0
21,Brazil,-14.235,-51.9253,3,16,2,0
21,Latvia,56.8796,24.6032,2,17,1,0
21,Thailand,15.87,100.9925,2,18,1,0
21,New Zealand,-40.9006,174.886,2,19,0,0
21,Austria,47.5162,14.5501,2,20,0,0
21,Mexico,23.6345,-102.5528,2,20,0,0
21,Colombia,4.5709,-74.2973,2,21,0,0
21,Turkey,38.9637,35.2433,2,22,0,0
21,Norway,60.472,8.4689,1,22,0,0
21,Saudi Arabia,23.8859,45.0792,1,23,0,0
21,Hong Kong,22.3193,114.1694,1,24,0,0
21,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
21,Kazakhstan,48.0196,66.9237,1,26,0,0
21,Serbia,44.0165,21.0059,1,26,0,0
21,Israel,31.0461,34.8516,1,27,0,0
21,Denmark,56.2639,9.5018,1,28,0,0
21,Moldova Republic of,47.4116,28.3699,1,28,0,0
21,Greece,39.0742,21.8243,1,28,0,0
21,Dominican Republic,18.7357,-70.1627,1,28,0,0
21,Lithuania,55.1694,23.8813,1,28,0,0
21,Ireland,53.1424,-7.6921,1,28,0,0
21,Chile,-35.6751,-71.543,1,28,0,0
22,United States,37.0902,-95.7129,142,0,142,78
22,China,35.8617,104.1954,29,2,29,15
22,Japan,36.2048,138.2529,18,4,18,9
22,Germany,51.1657,10.4515,9,2,9,4
22,United Kingdom,55.3781,-3.436,8,3,8,4
22,France,46.2276,2.2137,8,4,8,4
22,Canada,56.1304,-106.3468,7,4,7,3
22,Indonesia,-0.7893,113.9213,6,5,6,3
22,Italy,41.8719,12.5674,6,6,6,3
22,Australia,-25.2744,133.7751,6,7,6,3
22,Russian Federation,61.524,105.3188,5,8,5,2
22,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
22,Belgium,50.5039,4.4699,5,9,5,2
22,Spain,40.4637,-3.7492,5,10,5,2
22,Korea Republic of,35.9078,127.7669,5,10,5,2
22,India,20.5937,78.9629,4,11,4,2
22,South Africa,-30.5595,22.9375,4,12,4,1
22,Netherlands,52.1326,5.2913,4,13,4,1
22,Venezuela,6.4238,-66.5897,3,14,3,1
22,Egypt,26.8206,30.8025,3,14,3,1
22,Viet Nam,14.0583,108.2772,3,15,3,0
22,Sweden,60.1282,18.6435,3,16,2,0
22,Brazil,-14.235,-51.9253,3,16,2,0
22,Latvia,56.8796,24.6032,2,17,1,0
22,Thailand,15.87,100.9925,2,18,1,0
22,New Zealand,-40.9006,174.886,2,19,1,0
22,Austria,47.5162,14.5501,2,20,0,0
22,Mexico,23.6345,-102.5528,2,20,0,0
22,Colombia,4.5709,-74.2973,2,21,0,0
22,Turkey,38.9637,35.2433,2,22,0,0
22,Norway,60.472,8.4689,1,22,0,0
22,Saudi Arabia,23.8859,45.0792,1,23,0,0
22,Hong Kong,22.3193,114.1694,1,24,0,0
22,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
22,Kazakhstan,48.0196,66.9237,1,26,0,0
22,Serbia,44.0165,21.0059,1,26,0,0
22,Israel,31.0461,34.8516,1,27,0,0
22,Denmark,56.2639,9.5018,1,28,0,0
22,Moldova Republic of,47.4116,28.3699,1,28,0,0
22,Greece,39.0742,21.8243,1,28,0,0
22,Dominican Republic,18.7357,-70.1627,1,28,0,0
22,Lithuania,55.1694,23.8813,1,28,0,0
22,Ireland,53.1424,-7.6921,1,28,0,0
22,Chile,-35.6751,-71.543,1,28,0,0
23,United States,37.0902,-95.7129,142,0,142,78
23,China,35.8617,104.1954,29,2,29,15
23,Japan,36.2048,138.2529,18,4,18,9
23,Germany,51.1657,10.4515,9,2,9,4
23,United Kingdom,55.3781,-3.436,8,3,8,4
23,France,46.2276,2.2137,8,4,8,4
23,Canada,56.1304,-106.3468,7,4,7,3
23,Indonesia,-0.7893,113.9213,6,5,6,3
23,Italy,41.8719,12.5674,6,6,6,3
23,Australia,-25.2744,133.7751,6,7,6,3
23,Russian Federation,61.524,105.3188,5,8,5,2
23,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
23,Belgium,50.5039,4.4699,5,9,5,2
23,Spain,40.4637,-3.7492,5,10,5,2
23,Korea Republic of,35.9078,127.7669,5,10,5,2
23,India,20.5937,78.9629,4,11,4,2
23,South Africa,-30.5595,22.9375,4,12,4,2
23,Netherlands,52.1326,5.2913,4,13,4,1
23,Venezuela,6.4238,-66.5897,3,14,3,1
23,Egypt,26.8206,30.8025,3,14,3,1
23,Viet Nam,14.0583,108.2772,3,15,3,1
23,Sweden,60.1282,18.6435,3,16,3,0
23,Brazil,-14.235,-51.9253,3,16,3,0
23,Latvia,56.8796,24.6032,2,17,2,0
23,Thailand,15.87,100.9925,2,18,1,0
23,New Zealand,-40.9006,174.886,2,19,1,0
23,Austria,47.5162,14.5501,2,20,1,0
23,Mexico,23.6345,-102.5528,2,20,1,0
23,Colombia,4.5709,-74.2973,2,21,0,0
23,Turkey,38.9637,35.2433,2,22,0,0
23,Norway,60.472,8.4689,1,22,0,0
23,Saudi Arabia,23.8859,45.0792,1,23,0,0
23,Hong Kong,22.3193,114.1694,1,24,0,0
23,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
23,Kazakhstan,48.0196,66.9237,1,26,0,0
23,Serbia,44.0165,21.0059,1,26,0,0
23,Israel,31.0461,34.8516,1,27,0,0
23,Denmark,56.2639,9.5018,1,28,0,0
23,Moldova Republic of,47.4116,28.3699,1,28,0,0
23,Greece,39.0742,21.8243,1,28,0,0
23,Dominican Republic,18.7357,-70.1627,1,28,0,0
23,Lithuania,55.1694,23.8813,1,28,0,0
23,Ireland,53.1424,-7.6921,1,28,0,0
23,Chile,-35.6751,-71.543,1,28,0,0
24,United States,37.0902,-95.7129,142,0,142,78
24,China,35.8617,104.1954,29,2,29,15
24,Japan,36.2048,138.2529,18,4,18,9
24,Germany,51.1657,10.4515,9,2,9,4
24,United Kingdom,55.3781,-3.436,8,3,8,4
24,France,46.2276,2.2137,8,4,8,4
24,Canada,56.1304,-106.3468,7,4,7,3
24,Indonesia,-0.7893,113.9213,6,5,6,3
24,Italy,41.8719,12.5674,6,6,6,3
24,Australia,-25.2744,133.7751,6,7,6,3
24,Russian Federation,61.524,105.3188,5,8,5,2
24,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
24,Belgium,50.5039,4.4699,5,9,5,2
24,Spain,40.4637,-3.7492,5,10,5,2
24,Korea Republic of,35.9078,127.7669,5,10,5,2
24,India,20.5937,78.9629,4,11,4,2
