step,country,latitude,longitude,observed_hosts,activation_step,infected_no_containment,infected_containment
24,South Africa,-30.5595,22.9375,4,12,4,2
24,Netherlands,52.1326,5.2913,4,13,4,2
24,Venezuela,6.4238,-66.5897,3,14,3,1
24,Egypt,26.8206,30.8025,3,14,3,1
24,Viet Nam,14.0583,108.2772,3,15,3,1
24,Sweden,60.1282,18.6435,3,16,3,1
24,Brazil,-14.235,-51.9253,3,16,3,1
24,Latvia,56.8796,24.6032,2,17,2,0
24,Thailand,15.87,100.9925,2,18,2,0
24,New Zealand,-40.9006,174.886,2,19,1,0
24,Austria,47.5162,14.5501,2,20,1,0
24,Mexico,23.6345,-102.5528,2,20,1,0
24,Colombia,4.5709,-74.2973,2,21,1,0
24,Turkey,38.9637,35.2433,2,22,0,0
24,Norway,60.472,8.4689,1,22,0,0
24,Saudi Arabia,23.8859,45.0792,1,23,0,0
24,Hong Kong,22.3193,114.1694,1,24,0,0
24,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
24,Kazakhstan,48.0196,66.9237,1,26,0,0
24,Serbia,44.0165,21.0059,1,26,0,0
24,Israel,31.0461,34.8516,1,27,0,0
24,Denmark,56.2639,9.5018,1,28,0,0
24,Moldova Republic of,47.4116,28.3699,1,28,0,0
24,Greece,39.0742,21.8243,1,28,0,0
24,Dominican Republic,18.7357,-70.1627,1,28,0,0
24,Lithuania,55.1694,23.8813,1,28,0,0
24,Ireland,53.1424,-7.6921,1,28,0,0
24,Chile,-35.6751,-71.543,1,28,0,0
25,United States,37.0902,-95.7129,142,0,142,78
25,China,35.8617,104.1954,29,2,29,15
25,Japan,36.2048,138.2529,18,4,18,9
25,Germany,51.1657,10.4515,9,2,9,4
25,United Kingdom,55.3781,-3.436,8,3,8,4
25,France,46.2276,2.2137,8,4,8,4
25,Canada,56.1304,-106.3468,7,4,7,3
25,Indonesia,-0.7893,113.9213,6,5,6,3
25,Italy,41.8719,12.5674,6,6,6,3
25,Australia,-25.2744,133.7751,6,7,6,3
25,Russian Federation,61.524,105.3188,5,8,5,2
25,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
25,Belgium,50.5039,4.4699,5,9,5,2
25,Spain,40.4637,-3.7492,5,10,5,2
25,Korea Republic of,35.9078,127.7669,5,10,5,2
25,India,20.5937,78.9629,4,11,4,2
25,South Africa,-30.5595,22.9375,4,12,4,2
25,Netherlands,52.1326,5.2913,4,13,4,2
25,Venezuela,6.4238,-66.5897,3,14,3,1
25,Egypt,26.8206,30.8025,3,14,3,1
25,Viet Nam,14.0583,108.2772,3,15,3,1
25,Sweden,60.1282,18.6435,3,16,3,1
25,Brazil,-14.235,-51.9253,3,16,3,1
25,Latvia,56.8796,24.6032,2,17,2,1
25,Thailand,15.87,100.9925,2,18,2,0
25,New Zealand,-40.9006,174.886,2,19,2,0
25,Austria,47.5162,14.5501,2,20,1,0
25,Mexico,23.6345,-102.5528,2,20,1,0
25,Colombia,4.5709,-74.2973,2,21,1,0
25,Turkey,38.9637,35.2433,2,22,1,0
25,Norway,60.472,8.4689,1,22,0,0
25,Saudi Arabia,23.8859,45.0792,1,23,0,0
25,Hong Kong,22.3193,114.1694,1,24,0,0
25,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
25,Kazakhstan,48.0196,66.9237,1,26,0,0
25,Serbia,44.0165,21.0059,1,26,0,0
25,Israel,31.0461,34.8516,1,27,0,0
25,Denmark,56.2639,9.5018,1,28,0,0
25,Moldova Republic of,47.4116,28.3699,1,28,0,0
25,Greece,39.0742,21.8243,1,28,0,0
25,Dominican Republic,18.7357,-70.1627,1,28,0,0
25,Lithuania,55.1694,23.8813,1,28,0,0
25,Ireland,53.1424,-7.6921,1,28,0,0
25,Chile,-35.6751,-71.543,1,28,0,0
26,United States,37.0902,-95.7129,142,0,142,78
26,China,35.8617,104.1954,29,2,29,15
26,Japan,36.2048,138.2529,18,4,18,9
26,Germany,51.1657,10.4515,9,2,9,4
26,United Kingdom,55.3781,-3.436,8,3,8,4
26,France,46.2276,2.2137,8,4,8,4
26,Canada,56.1304,-106.3468,7,4,7,3
26,Indonesia,-0.7893,113.9213,6,5,6,3
26,Italy,41.8719,12.5674,6,6,6,3
26,Australia,-25.2744,133.7751,6,7,6,3
26,Russian Federation,61.524,105.3188,5,8,5,2
26,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
26,Belgium,50.5039,4.4699,5,9,5,2
26,Spain,40.4637,-3.7492,5,10,5,2
26,Korea Republic of,35.9078,127.7669,5,10,5,2
26,India,20.5937,78.9629,4,11,4,2
26,South Africa,-30.5595,22.9375,4,12,4,2
26,Netherlands,52.1326,5.2913,4,13,4,2
26,Venezuela,6.4238,-66.5897,3,14,3,1
26,Egypt,26.8206,30.8025,3,14,3,1
26,Viet Nam,14.0583,108.2772,3,15,3,1
26,Sweden,60.1282,18.6435,3,16,3,1
26,Brazil,-14.235,-51.9253,3,16,3,1
26,Latvia,56.8796,24.6032,2,17,2,1
26,Thailand,15.87,100.9925,2,18,2,1
26,New Zealand,-40.9006,174.886,2,19,2,0
26,Austria,47.5162,14.5501,2,20,2,0
26,Mexico,23.6345,-102.5528,2,20,2,0
26,Colombia,4.5709,-74.2973,2,21,1,0
26,Turkey,38.9637,35.2433,2,22,1,0
26,Norway,60.472,8.4689,1,22,0,0
26,Saudi Arabia,23.8859,45.0792,1,23,0,0
26,Hong Kong,22.3193,114.1694,1,24,0,0
26,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
26,Kazakhstan,48.0196,66.9237,1,26,0,0
26,Serbia,44.0165,21.0059,1,26,0,0
26,Israel,31.0461,34.8516,1,27,0,0
26,Denmark,56.2639,9.5018,1,28,0,0
26,Moldova Republic of,47.4116,28.3699,1,28,0,0
26,Greece,39.0742,21.8243,1,28,0,0
26,Dominican Republic,18.7357,-70.1627,1,28,0,0
26,Lithuania,55.1694,23.8813,1,28,0,0
26,Ireland,53.1424,-7.6921,1,28,0,0
26,Chile,-35.6751,-71.543,1,28,0,0
27,United States,37.0902,-95.7129,142,0,142,78
27,China,35.8617,104.1954,29,2,29,15
27,Japan,36.2048,138.2529,18,4,18,9
27,Germany,51.1657,10.4515,9,2,9,4
27,United Kingdom,55.3781,-3.436,8,3,8,4
27,France,46.2276,2.2137,8,4,8,4
27,Canada,56.1304,-106.3468,7,4,7,3
27,Indonesia,-0.7893,113.9213,6,5,6,3
27,Italy,41.8719,12.5674,6,6,6,3
27,Australia,-25.2744,133.7751,6,7,6,3
27,Russian Federation,61.524,105.3188,5,8,5,2
27,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
27,Belgium,50.5039,4.4699,5,9,5,2
27,Spain,40.4637,-3.7492,5,10,5,2
27,Korea Republic of,35.9078,127.7669,5,10,5,2
27,India,20.5937,78.9629,4,11,4,2
27,South Africa,-30.5595,22.9375,4,12,4,2
27,Netherlands,52.1326,5.2913,4,13,4,2
27,Venezuela,6.4238,-66.5897,3,14,3,1
27,Egypt,26.8206,30.8025,3,14,3,1
27,Viet Nam,14.0583,108.2772,3,15,3,1
27,Sweden,60.1282,18.6435,3,16,3,1
27,Brazil,-14.235,-51.9253,3,16,3,1
27,Latvia,56.8796,24.6032,2,17,2,1
27,Thailand,15.87,100.9925,2,18,2,1
27,New Zealand,-40.9006,174.886,2,19,2,1
27,Austria,47.5162,14.5501,2,20,2,0
27,Mexico,23.6345,-102.5528,2,20,2,0
27,Colombia,4.5709,-74.2973,2,21,2,0
27,Turkey,38.9637,35.2433,2,22,1,0
27,Norway,60.472,8.4689,1,22,1,0
27,Saudi Arabia,23.8859,45.0792,1,23,0,0
27,Hong Kong,22.3193,114.1694,1,24,0,0
27,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
27,Kazakhstan,48.0196,66.9237,1,26,0,0
27,Serbia,44.0165,21.0059,1,26,0,0
27,Israel,31.0461,34.8516,1,27,0,0
27,Denmark,56.2639,9.5018,1,28,0,0
27,Moldova Republic of,47.4116,28.3699,1,28,0,0
27,Greece,39.0742,21.8243,1,28,0,0
27,Dominican Republic,18.7357,-70.1627,1,28,0,0
27,Lithuania,55.1694,23.8813,1,28,0,0
27,Ireland,53.1424,-7.6921,1,28,0,0
27,Chile,-35.6751,-71.543,1,28,0,0
28,United States,37.0902,-95.7129,142,0,142,78
28,China,35.8617,104.1954,29,2,29,15
28,Japan,36.2048,138.2529,18,4,18,9
28,Germany,51.1657,10.4515,9,2,9,4
28,United Kingdom,55.3781,-3.436,8,3,8,4
28,France,46.2276,2.2137,8,4,8,4
28,Canada,56.1304,-106.3468,7,4,7,3
28,Indonesia,-0.7893,113.9213,6,5,6,3
28,Italy,41.8719,12.5674,6,6,6,3
28,Australia,-25.2744,133.7751,6,7,6,3
28,Russian Federation,61.524,105.3188,5,8,5,2
28,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
28,Belgium,50.5039,4.4699,5,9,5,2
28,Spain,40.4637,-3.7492,5,10,5,2
28,Korea Republic of,35.9078,127.7669,5,10,5,2
28,India,20.5937,78.9629,4,11,4,2
28,South Africa,-30.5595,22.9375,4,12,4,2
28,Netherlands,52.1326,5.2913,4,13,4,2
28,Venezuela,6.4238,-66.5897,3,14,3,1
28,Egypt,26.8206,30.8025,3,14,3,1
28,Viet Nam,14.0583,108.2772,3,15,3,1
28,Sweden,60.1282,18.6435,3,16,3,1
28,Brazil,-14.235,-51.9253,3,16,3,1
28,Latvia,56.8796,24.6032,2,17,2,1
28,Thailand,15.87,100.9925,2,18,2,1
28,New Zealand,-40.9006,174.886,2,19,2,1
28,Austria,47.5162,14.5501,2,20,2,1
28,Mexico,23.6345,-102.5528,2,20,2,1
28,Colombia,4.5709,-74.2973,2,21,2,0
28,Turkey,38.9637,35.2433,2,22,2,0
28,Norway,60.472,8.4689,1,22,1,0
28,Saudi Arabia,23.8859,45.0792,1,23,1,0
28,Hong Kong,22.3193,114.1694,1,24,0,0
28,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
28,Kazakhstan,48.0196,66.9237,1,26,0,0
28,Serbia,44.0165,21.0059,1,26,0,0
28,Israel,31.0461,34.8516,1,27,0,0
28,Denmark,56.2639,9.5018,1,28,0,0
28,Moldova Republic of,47.4116,28.3699,1,28,0,0
28,Greece,39.0742,21.8243,1,28,0,0
28,Dominican Republic,18.7357,-70.1627,1,28,0,0
28,Lithuania,55.1694,23.8813,1,28,0,0
28,Ireland,53.1424,-7.6921,1,28,0,0
28,Chile,-35.6751,-71.543,1,28,0,0
29,United States,37.0902,-95.7129,142,0,142,78
29,China,35.8617,104.1954,29,2,29,15
29,Japan,36.2048,138.2529,18,4,18,9
29,Germany,51.1657,10.4515,9,2,9,4
29,United Kingdom,55.3781,-3.436,8,3,8,4
29,France,46.2276,2.2137,8,4,8,4
29,Canada,56.1304,-106.3468,7,4,7,3
29,Indonesia,-0.7893,113.9213,6,5,6,3
29,Italy,41.8719,12.5674,6,6,6,3
29,Australia,-25.2744,133.7751,6,7,6,3
29,Russian Federation,61.524,105.3188,5,8,5,2
29,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
29,Belgium,50.5039,4.4699,5,9,5,2
29,Spain,40.4637,-3.7492,5,10,5,2
29,Korea Republic of,35.9078,127.7669,5,10,5,2
29,India,20.5937,78.9629,4,11,4,2
29,South Africa,-30.5595,22.9375,4,12,4,2
29,Netherlands,52.1326,5.2913,4,13,4,2
29,Venezuela,6.4238,-66.5897,3,14,3,1
29,Egypt,26.8206,30.8025,3,14,3,1
29,Viet Nam,14.0583,108.2772,3,15,3,1
29,Sweden,60.1282,18.6435,3,16,3,1
29,Brazil,-14.235,-51.9253,3,16,3,1
29,Latvia,56.8796,24.6032,2,17,2,1
29,Thailand,15.87,100.9925,2,18,2,1
29,New Zealand,-40.9006,174.886,2,19,2,1
29,Austria,47.5162,14.5501,2,20,2,1
29,Mexico,23.6345,-102.5528,2,20,2,1
29,Colombia,4.5709,-74.2973,2,21,2,1
29,Turkey,38.9637,35.2433,2,22,2,0
29,Norway,60.472,8.4689,1,22,1,0
29,Saudi Arabia,23.8859,45.0792,1,23,1,0
29,Hong Kong,22.3193,114.1694,1,24,1,0
29,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,0,0
29,Kazakhstan,48.0196,66.9237,1,26,0,0
29,Serbia,44.0165,21.0059,1,26,0,0
29,Israel,31.0461,34.8516,1,27,0,0
29,Denmark,56.2639,9.5018,1,28,0,0
29,Moldova Republic of,47.4116,28.3699,1,28,0,0
29,Greece,39.0742,21.8243,1,28,0,0
29,Dominican Republic,18.7357,-70.1627,1,28,0,0
29,Lithuania,55.1694,23.8813,1,28,0,0
29,Ireland,53.1424,-7.6921,1,28,0,0
29,Chile,-35.6751,-71.543,1,28,0,0
30,United States,37.0902,-95.7129,142,0,142,78
30,China,35.8617,104.1954,29,2,29,15
30,Japan,36.2048,138.2529,18,4,18,9
30,Germany,51.1657,10.4515,9,2,9,4
30,United Kingdom,55.3781,-3.436,8,3,8,4
30,France,46.2276,2.2137,8,4,8,4
30,Canada,56.1304,-106.3468,7,4,7,3
30,Indonesia,-0.7893,113.9213,6,5,6,3
30,Italy,41.8719,12.5674,6,6,6,3
30,Australia,-25.2744,133.7751,6,7,6,3
30,Russian Federation,61.524,105.3188,5,8,5,2
30,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
30,Belgium,50.5039,4.4699,5,9,5,2
30,Spain,40.4637,-3.7492,5,10,5,2
30,Korea Republic of,35.9078,127.7669,5,10,5,2
30,India,20.5937,78.9629,4,11,4,2
30,South Africa,-30.5595,22.9375,4,12,4,2
30,Netherlands,52.1326,5.2913,4,13,4,2
30,Venezuela,6.4238,-66.5897,3,14,3,1
30,Egypt,26.8206,30.8025,3,14,3,1
30,Viet Nam,14.0583,108.2772,3,15,3,1
30,Sweden,60.1282,18.6435,3,16,3,1
30,Brazil,-14.235,-51.9253,3,16,3,1
30,Latvia,56.8796,24.6032,2,17,2,1
30,Thailand,15.87,100.9925,2,18,2,1
30,New Zealand,-40.9006,174.886,2,19,2,1
30,Austria,47.5162,14.5501,2,20,2,1
30,Mexico,23.6345,-102.5528,2,20,2,1
30,Colombia,4.5709,-74.2973,2,21,2,1
30,Turkey,38.9637,35.2433,2,22,2,1
30,Norway,60.472,8.4689,1,22,1,1
30,Saudi Arabia,23.8859,45.0792,1,23,1,0
30,Hong Kong,22.3193,114.1694,1,24,1,0
30,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,0
30,Kazakhstan,48.0196,66.9237,1,26,0,0
30,Serbia,44.0165,21.0059,1,26,0,0
30,Israel,31.0461,34.8516,1,27,0,0
30,Denmark,56.2639,9.5018,1,28,0,0
30,Moldova Republic of,47.4116,28.3699,1,28,0,0
30,Greece,39.0742,21.8243,1,28,0,0
30,Dominican Republic,18.7357,-70.1627,1,28,0,0
30,Lithuania,55.1694,23.8813,1,28,0,0
30,Ireland,53.1424,-7.6921,1,28,0,0
30,Chile,-35.6751,-71.543,1,28,0,0
31,United States,37.0902,-95.7129,142,0,142,78
31,China,35.8617,104.1954,29,2,29,15
31,Japan,36.2048,138.2529,18,4,18,9
31,Germany,51.1657,10.4515,9,2,9,4
31,United Kingdom,55.3781,-3.436,8,3,8,4
31,France,46.2276,2.2137,8,4,8,4
31,Canada,56.1304,-106.3468,7,4,7,3
31,Indonesia,-0.7893,113.9213,6,5,6,3
31,Italy,41.8719,12.5674,6,6,6,3
31,Australia,-25.2744,133.7751,6,7,6,3
31,Russian Federation,61.524,105.3188,5,8,5,2
31,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
31,Belgium,50.5039,4.4699,5,9,5,2
31,Spain,40.4637,-3.7492,5,10,5,2
31,Korea Republic of,35.9078,127.7669,5,10,5,2
31,India,20.5937,78.9629,4,11,4,2
31,South Africa,-30.5595,22.9375,4,12,4,2
31,Netherlands,52.1326,5.2913,4,13,4,2
31,Venezuela,6.4238,-66.5897,3,14,3,1
31,Egypt,26.8206,30.8025,3,14,3,1
31,Viet Nam,14.0583,108.2772,3,15,3,1
31,Sweden,60.1282,18.6435,3,16,3,1
31,Brazil,-14.235,-51.9253,3,16,3,1
31,Latvia,56.8796,24.6032,2,17,2,1
31,Thailand,15.87,100.9925,2,18,2,1
31,New Zealand,-40.9006,174.886,2,19,2,1
31,Austria,47.5162,14.5501,2,20,2,1
31,Mexico,23.6345,-102.5528,2,20,2,1
31,Colombia,4.5709,-74.2973,2,21,2,1
31,Turkey,38.9637,35.2433,2,22,2,1
31,Norway,60.472,8.4689,1,22,1,1
31,Saudi Arabia,23.8859,45.0792,1,23,1,1
31,Hong Kong,22.3193,114.1694,1,24,1,0
31,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,0
31,Kazakhstan,48.0196,66.9237,1,26,1,0
31,Serbia,44.0165,21.0059,1,26,1,0
31,Israel,31.0461,34.8516,1,27,0,0
31,Denmark,56.2639,9.5018,1,28,0,0
31,Moldova Republic of,47.4116,28.3699,1,28,0,0
31,Greece,39.0742,21.8243,1,28,0,0
31,Dominican Republic,18.7357,-70.1627,1,28,0,0
31,Lithuania,55.1694,23.8813,1,28,0,0
31,Ireland,53.1424,-7.6921,1,28,0,0
31,Chile,-35.6751,-71.543,1,28,0,0
32,United States,37.0902,-95.7129,142,0,142,78
32,China,35.8617,104.1954,29,2,29,15
32,Japan,36.2048,138.2529,18,4,18,9
32,Germany,51.1657,10.4515,9,2,9,4
32,United Kingdom,55.3781,-3.436,8,3,8,4
32,France,46.2276,2.2137,8,4,8,4
32,Canada,56.1304,-106.3468,7,4,7,3
32,Indonesia,-0.7893,113.9213,6,5,6,3
32,Italy,41.8719,12.5674,6,6,6,3
32,Australia,-25.2744,133.7751,6,7,6,3
32,Russian Federation,61.524,105.3188,5,8,5,2
32,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
32,Belgium,50.5039,4.4699,5,9,5,2
32,Spain,40.4637,-3.7492,5,10,5,2
32,Korea Republic of,35.9078,127.7669,5,10,5,2
32,India,20.5937,78.9629,4,11,4,2
32,South Africa,-30.5595,22.9375,4,12,4,2
32,Netherlands,52.1326,5.2913,4,13,4,2
32,Venezuela,6.4238,-66.5897,3,14,3,1
32,Egypt,26.8206,30.8025,3,14,3,1
32,Viet Nam,14.0583,108.2772,3,15,3,1
32,Sweden,60.1282,18.6435,3,16,3,1
32,Brazil,-14.235,-51.9253,3,16,3,1
32,Latvia,56.8796,24.6032,2,17,2,1
32,Thailand,15.87,100.9925,2,18,2,1
32,New Zealand,-40.9006,174.886,2,19,2,1
32,Austria,47.5162,14.5501,2,20,2,1
32,Mexico,23.6345,-102.5528,2,20,2,1
32,Colombia,4.5709,-74.2973,2,21,2,1
32,Turkey,38.9637,35.2433,2,22,2,1
32,Norway,60.472,8.4689,1,22,1,1
32,Saudi Arabia,23.8859,45.0792,1,23,1,1
32,Hong Kong,22.3193,114.1694,1,24,1,1
32,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,0
32,Kazakhstan,48.0196,66.9237,1,26,1,0
32,Serbia,44.0165,21.0059,1,26,1,0
32,Israel,31.0461,34.8516,1,27,1,0
32,Denmark,56.2639,9.5018,1,28,0,0
32,Moldova Republic of,47.4116,28.3699,1,28,0,0
32,Greece,39.0742,21.8243,1,28,0,0
32,Dominican Republic,18.7357,-70.1627,1,28,0,0
32,Lithuania,55.1694,23.8813,1,28,0,0
32,Ireland,53.1424,-7.6921,1,28,0,0
32,Chile,-35.6751,-71.543,1,28,0,0
33,United States,37.0902,-95.7129,142,0,142,78
33,China,35.8617,104.1954,29,2,29,15
33,Japan,36.2048,138.2529,18,4,18,9
33,Germany,51.1657,10.4515,9,2,9,4
33,United Kingdom,55.3781,-3.436,8,3,8,4
33,France,46.2276,2.2137,8,4,8,4
33,Canada,56.1304,-106.3468,7,4,7,3
33,Indonesia,-0.7893,113.9213,6,5,6,3
33,Italy,41.8719,12.5674,6,6,6,3
33,Australia,-25.2744,133.7751,6,7,6,3
33,Russian Federation,61.524,105.3188,5,8,5,2
33,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
33,Belgium,50.5039,4.4699,5,9,5,2
33,Spain,40.4637,-3.7492,5,10,5,2
33,Korea Republic of,35.9078,127.7669,5,10,5,2
33,India,20.5937,78.9629,4,11,4,2
33,South Africa,-30.5595,22.9375,4,12,4,2
33,Netherlands,52.1326,5.2913,4,13,4,2
33,Venezuela,6.4238,-66.5897,3,14,3,1
33,Egypt,26.8206,30.8025,3,14,3,1
33,Viet Nam,14.0583,108.2772,3,15,3,1
33,Sweden,60.1282,18.6435,3,16,3,1
33,Brazil,-14.235,-51.9253,3,16,3,1
33,Latvia,56.8796,24.6032,2,17,2,1
33,Thailand,15.87,100.9925,2,18,2,1
33,New Zealand,-40.9006,174.886,2,19,2,1
33,Austria,47.5162,14.5501,2,20,2,1
33,Mexico,23.6345,-102.5528,2,20,2,1
33,Colombia,4.5709,-74.2973,2,21,2,1
33,Turkey,38.9637,35.2433,2,22,2,1
33,Norway,60.472,8.4689,1,22,1,1
33,Saudi Arabia,23.8859,45.0792,1,23,1,1
33,Hong Kong,22.3193,114.1694,1,24,1,1
33,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,1
33,Kazakhstan,48.0196,66.9237,1,26,1,0
33,Serbia,44.0165,21.0059,1,26,1,0
33,Israel,31.0461,34.8516,1,27,1,0
33,Denmark,56.2639,9.5018,1,28,1,0
33,Moldova Republic of,47.4116,28.3699,1,28,1,0
33,Greece,39.0742,21.8243,1,28,1,0
33,Dominican Republic,18.7357,-70.1627,1,28,1,0
33,Lithuania,55.1694,23.8813,1,28,1,0
33,Ireland,53.1424,-7.6921,1,28,1,0
33,Chile,-35.6751,-71.543,1,28,1,0
34,United States,37.0902,-95.7129,142,0,142,78
34,China,35.8617,104.1954,29,2,29,15
34,Japan,36.2048,138.2529,18,4,18,9
34,Germany,51.1657,10.4515,9,2,9,4
34,United Kingdom,55.3781,-3.436,8,3,8,4
34,France,46.2276,2.2137,8,4,8,4
34,Canada,56.1304,-106.3468,7,4,7,3
34,Indonesia,-0.7893,113.9213,6,5,6,3
34,Italy,41.8719,12.5674,6,6,6,3
34,Australia,-25.2744,133.7751,6,7,6,3
34,Russian Federation,61.524,105.3188,5,8,5,2
34,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
34,Belgium,50.5039,4.4699,5,9,5,2
34,Spain,40.4637,-3.7492,5,10,5,2
34,Korea Republic of,35.9078,127.7669,5,10,5,2
34,India,20.5937,78.9629,4,11,4,2
34,South Africa,-30.5595,22.9375,4,12,4,2
34,Netherlands,52.1326,5.2913,4,13,4,2
34,Venezuela,6.4238,-66.5897,3,14,3,1
34,Egypt,26.8206,30.8025,3,14,3,1
34,Viet Nam,14.0583,108.2772,3,15,3,1
34,Sweden,60.1282,18.6435,3,16,3,1
34,Brazil,-14.235,-51.9253,3,16,3,1
34,Latvia,56.8796,24.6032,2,17,2,1
34,Thailand,15.87,100.9925,2,18,2,1
34,New Zealand,-40.9006,174.886,2,19,2,1
34,Austria,47.5162,14.5501,2,20,2,1
34,Mexico,23.6345,-102.5528,2,20,2,1
34,Colombia,4.5709,-74.2973,2,21,2,1
34,Turkey,38.9637,35.2433,2,22,2,1
34,Norway,60.472,8.4689,1,22,1,1
34,Saudi Arabia,23.8859,45.0792,1,23,1,1
34,Hong Kong,22.3193,114.1694,1,24,1,1
34,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,1
34,Kazakhstan,48.0196,66.9237,1,26,1,1
34,Serbia,44.0165,21.0059,1,26,1,1
34,Israel,31.0461,34.8516,1,27,1,0
34,Denmark,56.2639,9.5018,1,28,1,0
34,Moldova Republic of,47.4116,28.3699,1,28,1,0
34,Greece,39.0742,21.8243,1,28,1,0
34,Dominican Republic,18.7357,-70.1627,1,28,1,0
34,Lithuania,55.1694,23.8813,1,28,1,0
34,Ireland,53.1424,-7.6921,1,28,1,0
34,Chile,-35.6751,-71.543,1,28,1,0
35,United States,37.0902,-95.7129,142,0,142,78
35,China,35.8617,104.1954,29,2,29,15
35,Japan,36.2048,138.2529,18,4,18,9
35,Germany,51.1657,10.4515,9,2,9,4
35,United Kingdom,55.3781,-3.436,8,3,8,4
35,France,46.2276,2.2137,8,4,8,4
35,Canada,56.1304,-106.3468,7,4,7,3
35,Indonesia,-0.7893,113.9213,6,5,6,3
35,Italy,41.8719,12.5674,6,6,6,3
35,Australia,-25.2744,133.7751,6,7,6,3
35,Russian Federation,61.524,105.3188,5,8,5,2
35,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
35,Belgium,50.5039,4.4699,5,9,5,2
35,Spain,40.4637,-3.7492,5,10,5,2
35,Korea Republic of,35.9078,127.7669,5,10,5,2
35,India,20.5937,78.9629,4,11,4,2
35,South Africa,-30.5595,22.9375,4,12,4,2
35,Netherlands,52.1326,5.2913,4,13,4,2
35,Venezuela,6.4238,-66.5897,3,14,3,1
35,Egypt,26.8206,30.8025,3,14,3,1
35,Viet Nam,14.0583,108.2772,3,15,3,1
35,Sweden,60.1282,18.6435,3,16,3,1
35,Brazil,-14.235,-51.9253,3,16,3,1
35,Latvia,56.8796,24.6032,2,17,2,1
35,Thailand,15.87,100.9925,2,18,2,1
35,New Zealand,-40.9006,174.886,2,19,2,1
35,Austria,47.5162,14.5501,2,20,2,1
35,Mexico,23.6345,-102.5528,2,20,2,1
35,Colombia,4.5709,-74.2973,2,21,2,1
35,Turkey,38.9637,35.2433,2,22,2,1
35,Norway,60.472,8.4689,1,22,1,1
35,Saudi Arabia,23.8859,45.0792,1,23,1,1
35,Hong Kong,22.3193,114.1694,1,24,1,1
35,Iran (ISLAMIC Republic Of),32.4279,53.688,1,25,1,1
35,Kazakhstan,48.0196,66.9237,1,26,1,1
35,Serbia,44.0165,21.0059,1,26,1,1
35,Israel,31.0461,34.8516,1,27,1,1
35,Denmark,56.2639,9.5018,1,28,1,0
35,Moldova Republic of,47.4116,28.3699,1,28,1,0
35,Greece,39.0742,21.8243,1,28,1,0
35,Dominican Republic,18.7357,-70.1627,1,28,1,0
35,Lithuania,55.1694,23.8813,1,28,1,0
35,Ireland,53.1424,-7.6921,1,28,1,0
35,Chile,-35.6751,-71.543,1,28,1,0
36,United States,37.0902,-95.7129,142,0,142,78
36,China,35.8617,104.1954,29,2,29,15
36,Japan,36.2048,138.2529,18,4,18,9
36,Germany,51.1657,10.4515,9,2,9,4
36,United Kingdom,55.3781,-3.436,8,3,8,4
36,France,46.2276,2.2137,8,4,8,4
36,Canada,56.1304,-106.3468,7,4,7,3
36,Indonesia,-0.7893,113.9213,6,5,6,3
36,Italy,41.8719,12.5674,6,6,6,3
36,Australia,-25.2744,133.7751,6,7,6,3
36,Russian Federation,61.524,105.3188,5,8,5,2
36,Taiwan; Republic of China (ROC),23.6978,120.9605,5,8,5,2
36,Belgium,50.5039,4.4699,5,9,5,2
36,Spain,40.4637,-3.7492,5,10,5,2
36,Korea Republic of,35.9078,127.7669,5,10,5,2
36,India,20.5937,78.9629,4,11,4,2
36,South Africa,-30.5595,22.9375,4,12,4,2
36,Netherlands,52.1326,5.2913,4,13,4,2
36,Venezuela,6.4238,-66.5897,3,14,3,1
36,Egypt,26.8206,30.8025,3,14,3,1
36,Viet Nam,14.0583,108.2772,3,15,3,1
36,Sweden,60.1282,18.6435,3,16,3,1
36,Brazil,-14.235,-51.9253,3,16,3,1
36,Latvia,56.8796,24.6032,2,17,2,1
36,Thailand,15.87,100.9925,2,18,2,1
36,New Zealand,-40.9006,174.886,2,19,2,1
36,Austria,47.5162,14.5501,2,20,2,1
